time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,weathercode,Year,month,Day,hour,season,weather_Description
2020-01-01 00:00:00,2.1,100,0.0,8.4,3,2020,1,1,0,winters,Overcast
2020-01-01 01:00:00,2.0,100,0.0,6.6,3,2020,1,1,1,winters,Overcast
2020-01-01 02:00:00,2.5,100,0.0,5.8,3,2020,1,1,2,winters,Overcast
2020-01-01 03:00:00,2.5,100,0.0,6.8,3,2020,1,1,3,winters,Overcast
2020-01-01 04:00:00,2.4,100,0.0,5.1,3,2020,1,1,4,winters,Overcast
2020-01-01 05:00:00,3.2,97,0.0,5.0,3,2020,1,1,5,winters,Overcast
2020-01-01 06:00:00,3.2,98,0.0,4.3,3,2020,1,1,6,winters,Overcast
2020-01-01 07:00:00,3.2,99,0.0,6.1,3,2020,1,1,7,winters,Overcast
2020-01-01 08:00:00,3.6,98,0.0,6.7,3,2020,1,1,8,winters,Overcast
2020-01-01 09:00:00,4.3,98,0.0,5.2,3,2020,1,1,9,winters,Overcast
2020-01-01 10:00:00,5.6,97,0.0,4.6,3,2020,1,1,10,winters,Overcast
2020-01-01 11:00:00,7.6,91,0.0,4.2,3,2020,1,1,11,winters,Overcast
2020-01-01 12:00:00,9.7,81,0.0,4.0,3,2020,1,1,12,winters,Overcast
2020-01-01 13:00:00,11.6,71,0.0,3.6,3,2020,1,1,13,winters,Overcast
2020-01-01 14:00:00,12.9,65,0.0,4.0,3,2020,1,1,14,winters,Overcast
2020-01-01 15:00:00,13.4,62,0.0,4.1,3,2020,1,1,15,winters,Overcast
2020-01-01 16:00:00,13.1,65,0.0,3.9,2,2020,1,1,16,winters,Partly cloudy
2020-01-01 17:00:00,8.9,85,0.0,7.4,1,2020,1,1,17,winters,Mainly clear
2020-01-01 18:00:00,7.9,88,0.0,5.9,3,2020,1,1,18,winters,Overcast
2020-01-01 19:00:00,6.6,92,0.0,8.0,3,2020,1,1,19,winters,Overcast
2020-01-01 20:00:00,6.2,94,0.0,8.9,3,2020,1,1,20,winters,Overcast
2020-01-01 21:00:00,7.1,93,0.0,5.9,3,2020,1,1,21,winters,Overcast
2020-01-01 22:00:00,6.2,95,0.0,7.2,1,2020,1,1,22,winters,Mainly clear
2020-01-01 23:00:00,4.3,98,0.0,10.1,3,2020,1,1,23,winters,Overcast
2020-01-02 00:00:00,3.9,98,0.0,9.8,1,2020,1,2,0,winters,Mainly clear
2020-01-02 01:00:00,4.1,97,0.0,8.3,1,2020,1,2,1,winters,Mainly clear
2020-01-02 02:00:00,4.8,97,0.0,5.5,3,2020,1,2,2,winters,Overcast
2020-01-02 03:00:00,4.5,99,0.0,5.1,3,2020,1,2,3,winters,Overcast
2020-01-02 04:00:00,4.8,100,0.0,5.8,3,2020,1,2,4,winters,Overcast
2020-01-02 05:00:00,5.2,99,0.0,5.0,3,2020,1,2,5,winters,Overcast
2020-01-02 06:00:00,5.8,100,0.0,7.0,3,2020,1,2,6,winters,Overcast
2020-01-02 07:00:00,5.9,100,0.0,8.9,3,2020,1,2,7,winters,Overcast
2020-01-02 08:00:00,6.6,99,0.0,9.4,3,2020,1,2,8,winters,Overcast
2020-01-02 09:00:00,8.7,92,0.0,6.5,3,2020,1,2,9,winters,Overcast
2020-01-02 10:00:00,11.7,82,0.0,5.0,3,2020,1,2,10,winters,Overcast
2020-01-02 11:00:00,14.0,74,0.0,4.1,3,2020,1,2,11,winters,Overcast
2020-01-02 12:00:00,15.9,65,0.0,5.2,1,2020,1,2,12,winters,Mainly clear
2020-01-02 13:00:00,17.4,55,0.0,7.8,2,2020,1,2,13,winters,Partly cloudy
2020-01-02 14:00:00,18.0,50,0.0,9.7,1,2020,1,2,14,winters,Mainly clear
2020-01-02 15:00:00,17.9,51,0.0,10.4,0,2020,1,2,15,winters,Clear sky
2020-01-02 16:00:00,16.7,60,0.0,7.6,0,2020,1,2,16,winters,Clear sky
2020-01-02 17:00:00,12.3,78,0.0,8.1,2,2020,1,2,17,winters,Partly cloudy
2020-01-02 18:00:00,10.2,87,0.0,9.7,0,2020,1,2,18,winters,Clear sky
2020-01-02 19:00:00,8.9,90,0.0,9.9,0,2020,1,2,19,winters,Clear sky
2020-01-02 20:00:00,8.6,90,0.0,8.0,2,2020,1,2,20,winters,Partly cloudy
2020-01-02 21:00:00,8.2,91,0.0,6.8,3,2020,1,2,21,winters,Overcast
2020-01-02 22:00:00,7.9,92,0.0,6.6,2,2020,1,2,22,winters,Partly cloudy
2020-01-02 23:00:00,6.6,95,0.0,9.8,1,2020,1,2,23,winters,Mainly clear
2020-01-03 00:00:00,7.1,94,0.0,7.3,1,2020,1,3,0,winters,Mainly clear
2020-01-03 01:00:00,7.7,92,0.0,9.2,1,2020,1,3,1,winters,Mainly clear
2020-01-03 02:00:00,7.5,92,0.0,9.1,0,2020,1,3,2,winters,Clear sky
2020-01-03 03:00:00,6.6,92,0.0,7.3,0,2020,1,3,3,winters,Clear sky
2020-01-03 04:00:00,6.1,93,0.0,7.9,0,2020,1,3,4,winters,Clear sky
2020-01-03 05:00:00,5.3,95,0.0,9.0,0,2020,1,3,5,winters,Clear sky
2020-01-03 06:00:00,5.6,96,0.0,5.9,0,2020,1,3,6,winters,Clear sky
2020-01-03 07:00:00,4.2,97,0.0,9.6,0,2020,1,3,7,winters,Clear sky
2020-01-03 08:00:00,6.7,93,0.0,6.6,0,2020,1,3,8,winters,Clear sky
2020-01-03 09:00:00,9.6,86,0.0,4.8,0,2020,1,3,9,winters,Clear sky
2020-01-03 10:00:00,12.5,78,0.0,4.1,0,2020,1,3,10,winters,Clear sky
2020-01-03 11:00:00,15.0,68,0.0,4.9,0,2020,1,3,11,winters,Clear sky
2020-01-03 12:00:00,16.7,59,0.0,5.5,1,2020,1,3,12,winters,Mainly clear
2020-01-03 13:00:00,17.6,53,0.0,5.8,0,2020,1,3,13,winters,Clear sky
2020-01-03 14:00:00,18.0,50,0.0,6.0,0,2020,1,3,14,winters,Clear sky
2020-01-03 15:00:00,18.0,50,0.0,5.4,0,2020,1,3,15,winters,Clear sky
2020-01-03 16:00:00,17.0,64,0.0,3.1,1,2020,1,3,16,winters,Mainly clear
2020-01-03 17:00:00,16.7,57,0.0,3.6,0,2020,1,3,17,winters,Clear sky
2020-01-03 18:00:00,15.7,60,0.0,1.5,0,2020,1,3,18,winters,Clear sky
2020-01-03 19:00:00,14.6,65,0.0,1.1,0,2020,1,3,19,winters,Clear sky
2020-01-03 20:00:00,13.4,71,0.0,2.3,1,2020,1,3,20,winters,Mainly clear
2020-01-03 21:00:00,12.4,76,0.0,3.1,0,2020,1,3,21,winters,Clear sky
2020-01-03 22:00:00,10.1,85,0.0,5.2,1,2020,1,3,22,winters,Mainly clear
2020-01-03 23:00:00,8.4,92,0.0,7.2,0,2020,1,3,23,winters,Clear sky
2020-01-04 00:00:00,8.9,89,0.0,6.1,0,2020,1,4,0,winters,Clear sky
2020-01-04 01:00:00,9.2,89,0.0,3.8,0,2020,1,4,1,winters,Clear sky
2020-01-04 02:00:00,8.8,91,0.0,3.5,0,2020,1,4,2,winters,Clear sky
2020-01-04 03:00:00,6.6,96,0.0,5.5,0,2020,1,4,3,winters,Clear sky
2020-01-04 04:00:00,6.2,98,0.0,5.9,0,2020,1,4,4,winters,Clear sky
2020-01-04 05:00:00,6.2,96,0.0,6.5,0,2020,1,4,5,winters,Clear sky
2020-01-04 06:00:00,5.8,96,0.0,6.7,0,2020,1,4,6,winters,Clear sky
2020-01-04 07:00:00,5.3,97,0.0,7.1,0,2020,1,4,7,winters,Clear sky
2020-01-04 08:00:00,7.2,94,0.0,8.0,1,2020,1,4,8,winters,Mainly clear
2020-01-04 09:00:00,10.1,86,0.0,6.6,1,2020,1,4,9,winters,Mainly clear
2020-01-04 10:00:00,12.4,78,0.0,5.0,2,2020,1,4,10,winters,Partly cloudy
2020-01-04 11:00:00,14.6,69,0.0,3.3,2,2020,1,4,11,winters,Partly cloudy
2020-01-04 12:00:00,15.6,63,0.0,2.5,2,2020,1,4,12,winters,Partly cloudy
2020-01-04 13:00:00,16.2,58,0.0,5.4,1,2020,1,4,13,winters,Mainly clear
2020-01-04 14:00:00,16.4,55,0.0,7.6,2,2020,1,4,14,winters,Partly cloudy
2020-01-04 15:00:00,15.6,59,0.1,7.4,51,2020,1,4,15,winters,
2020-01-04 16:00:00,14.9,64,0.1,4.5,51,2020,1,4,16,winters,
2020-01-04 17:00:00,13.3,71,0.0,8.9,2,2020,1,4,17,winters,Partly cloudy
2020-01-04 18:00:00,11.5,77,0.0,10.2,1,2020,1,4,18,winters,Mainly clear
2020-01-04 19:00:00,10.6,79,0.0,9.9,1,2020,1,4,19,winters,Mainly clear
2020-01-04 20:00:00,10.9,74,0.0,7.2,1,2020,1,4,20,winters,Mainly clear
2020-01-04 21:00:00,9.8,80,0.0,7.1,0,2020,1,4,21,winters,Clear sky
2020-01-04 22:00:00,10.7,75,0.0,0.7,0,2020,1,4,22,winters,Clear sky
2020-01-04 23:00:00,8.3,86,0.0,4.4,0,2020,1,4,23,winters,Clear sky
2020-01-05 00:00:00,7.2,90,0.0,6.6,0,2020,1,5,0,winters,Clear sky
2020-01-05 01:00:00,6.8,89,0.0,7.6,0,2020,1,5,1,winters,Clear sky
2020-01-05 02:00:00,6.1,91,0.0,7.9,0,2020,1,5,2,winters,Clear sky
2020-01-05 03:00:00,5.7,94,0.0,7.7,0,2020,1,5,3,winters,Clear sky
2020-01-05 04:00:00,5.2,96,0.0,8.6,0,2020,1,5,4,winters,Clear sky
2020-01-05 05:00:00,5.4,98,0.0,8.2,0,2020,1,5,5,winters,Clear sky
2020-01-05 06:00:00,5.2,98,0.0,7.9,0,2020,1,5,6,winters,Clear sky
2020-01-05 07:00:00,5.2,99,0.0,7.3,3,2020,1,5,7,winters,Overcast
2020-01-05 08:00:00,7.4,95,0.0,8.0,3,2020,1,5,8,winters,Overcast
2020-01-05 09:00:00,10.1,85,0.0,4.1,3,2020,1,5,9,winters,Overcast
2020-01-05 10:00:00,12.4,78,0.0,1.8,3,2020,1,5,10,winters,Overcast
2020-01-05 11:00:00,14.4,70,0.0,1.1,3,2020,1,5,11,winters,Overcast
2020-01-05 12:00:00,15.4,65,0.0,1.8,3,2020,1,5,12,winters,Overcast
2020-01-05 13:00:00,15.8,62,0.0,3.7,3,2020,1,5,13,winters,Overcast
2020-01-05 14:00:00,15.9,60,0.0,5.0,3,2020,1,5,14,winters,Overcast
2020-01-05 15:00:00,15.9,59,0.0,6.0,3,2020,1,5,15,winters,Overcast
2020-01-05 16:00:00,14.7,71,0.1,3.1,51,2020,1,5,16,winters,
2020-01-05 17:00:00,12.5,77,0.1,5.0,51,2020,1,5,17,winters,
2020-01-05 18:00:00,12.2,77,0.0,6.5,3,2020,1,5,18,winters,Overcast
2020-01-05 19:00:00,11.8,79,0.1,7.1,51,2020,1,5,19,winters,
2020-01-05 20:00:00,11.5,83,0.3,7.2,51,2020,1,5,20,winters,
2020-01-05 21:00:00,11.4,85,0.1,6.9,51,2020,1,5,21,winters,
2020-01-05 22:00:00,11.1,89,0.2,5.9,51,2020,1,5,22,winters,
2020-01-05 23:00:00,10.7,89,0.1,6.2,51,2020,1,5,23,winters,
2020-01-06 00:00:00,10.3,87,0.1,9.4,51,2020,1,6,0,winters,
2020-01-06 01:00:00,10.2,82,0.1,9.4,51,2020,1,6,1,winters,
2020-01-06 02:00:00,9.9,82,0.0,7.9,3,2020,1,6,2,winters,Overcast
2020-01-06 03:00:00,9.9,81,0.0,8.2,3,2020,1,6,3,winters,Overcast
2020-01-06 04:00:00,9.6,84,0.0,5.4,3,2020,1,6,4,winters,Overcast
2020-01-06 05:00:00,9.4,87,0.0,5.4,3,2020,1,6,5,winters,Overcast
2020-01-06 06:00:00,9.4,89,0.4,5.3,51,2020,1,6,6,winters,
2020-01-06 07:00:00,9.3,90,1.4,8.0,61,2020,1,6,7,winters,Slight rain
2020-01-06 08:00:00,9.2,89,2.2,8.4,61,2020,1,6,8,winters,Slight rain
2020-01-06 09:00:00,9.3,89,1.5,4.8,61,2020,1,6,9,winters,Slight rain
2020-01-06 10:00:00,9.6,88,0.6,4.1,53,2020,1,6,10,winters,
2020-01-06 11:00:00,9.9,89,0.6,8.9,53,2020,1,6,11,winters,
2020-01-06 12:00:00,10.1,90,1.2,7.7,55,2020,1,6,12,winters,
2020-01-06 13:00:00,10.2,90,1.1,9.4,55,2020,1,6,13,winters,
2020-01-06 14:00:00,10.2,91,1.0,9.0,55,2020,1,6,14,winters,
2020-01-06 15:00:00,10.1,93,1.3,9.4,61,2020,1,6,15,winters,Slight rain
2020-01-06 16:00:00,10.1,93,0.8,10.6,53,2020,1,6,16,winters,
2020-01-06 17:00:00,9.8,92,0.4,10.0,51,2020,1,6,17,winters,
2020-01-06 18:00:00,9.6,92,0.2,10.9,51,2020,1,6,18,winters,
2020-01-06 19:00:00,9.9,91,0.0,8.1,3,2020,1,6,19,winters,Overcast
2020-01-06 20:00:00,10.0,92,0.0,8.0,3,2020,1,6,20,winters,Overcast
2020-01-06 21:00:00,10.1,94,0.1,6.0,51,2020,1,6,21,winters,
2020-01-06 22:00:00,10.1,94,0.0,5.9,3,2020,1,6,22,winters,Overcast
2020-01-06 23:00:00,10.1,95,0.1,5.5,51,2020,1,6,23,winters,
2020-01-07 00:00:00,10.2,95,0.0,6.6,3,2020,1,7,0,winters,Overcast
2020-01-07 01:00:00,10.1,96,0.0,6.9,3,2020,1,7,1,winters,Overcast
2020-01-07 02:00:00,9.8,97,0.0,4.7,0,2020,1,7,2,winters,Clear sky
2020-01-07 03:00:00,8.7,99,0.0,4.6,1,2020,1,7,3,winters,Mainly clear
2020-01-07 04:00:00,8.9,98,0.0,5.3,1,2020,1,7,4,winters,Mainly clear
2020-01-07 05:00:00,9.1,98,0.0,6.0,3,2020,1,7,5,winters,Overcast
2020-01-07 06:00:00,9.0,97,0.0,5.9,3,2020,1,7,6,winters,Overcast
2020-01-07 07:00:00,8.2,98,0.1,4.7,51,2020,1,7,7,winters,
2020-01-07 08:00:00,9.1,97,0.2,6.9,51,2020,1,7,8,winters,
2020-01-07 09:00:00,10.5,94,0.1,5.7,51,2020,1,7,9,winters,
2020-01-07 10:00:00,11.4,91,0.0,4.1,3,2020,1,7,10,winters,Overcast
2020-01-07 11:00:00,11.8,90,0.4,2.9,51,2020,1,7,11,winters,
2020-01-07 12:00:00,12.1,93,0.5,3.4,53,2020,1,7,12,winters,
2020-01-07 13:00:00,12.1,94,0.6,4.7,53,2020,1,7,13,winters,
2020-01-07 14:00:00,12.3,95,0.6,5.4,53,2020,1,7,14,winters,
2020-01-07 15:00:00,12.2,95,0.5,4.3,53,2020,1,7,15,winters,
2020-01-07 16:00:00,12.2,93,0.1,5.0,51,2020,1,7,16,winters,
2020-01-07 17:00:00,11.8,93,0.0,3.1,3,2020,1,7,17,winters,Overcast
2020-01-07 18:00:00,11.3,97,0.1,3.6,51,2020,1,7,18,winters,
2020-01-07 19:00:00,11.3,96,0.1,2.7,51,2020,1,7,19,winters,
2020-01-07 20:00:00,11.3,96,0.1,3.0,51,2020,1,7,20,winters,
2020-01-07 21:00:00,11.4,96,0.0,3.3,3,2020,1,7,21,winters,Overcast
2020-01-07 22:00:00,10.8,98,0.0,4.7,1,2020,1,7,22,winters,Mainly clear
2020-01-07 23:00:00,10.1,99,0.0,4.2,1,2020,1,7,23,winters,Mainly clear
2020-01-08 00:00:00,10.4,99,0.0,3.6,1,2020,1,8,0,winters,Mainly clear
2020-01-08 01:00:00,9.9,99,0.0,0.7,3,2020,1,8,1,winters,Overcast
2020-01-08 02:00:00,8.1,100,0.0,2.9,3,2020,1,8,2,winters,Overcast
2020-01-08 03:00:00,8.1,99,0.0,5.4,3,2020,1,8,3,winters,Overcast
2020-01-08 04:00:00,8.0,98,0.0,6.1,3,2020,1,8,4,winters,Overcast
2020-01-08 05:00:00,7.2,98,0.0,5.1,3,2020,1,8,5,winters,Overcast
2020-01-08 06:00:00,8.1,94,0.0,5.5,3,2020,1,8,6,winters,Overcast
2020-01-08 07:00:00,7.7,99,0.0,6.4,3,2020,1,8,7,winters,Overcast
2020-01-08 08:00:00,7.8,99,0.0,7.0,3,2020,1,8,8,winters,Overcast
2020-01-08 09:00:00,8.6,95,0.0,7.4,3,2020,1,8,9,winters,Overcast
2020-01-08 10:00:00,9.6,90,0.0,7.6,3,2020,1,8,10,winters,Overcast
2020-01-08 11:00:00,11.2,82,0.0,7.6,2,2020,1,8,11,winters,Partly cloudy
2020-01-08 12:00:00,13.0,71,0.0,8.7,2,2020,1,8,12,winters,Partly cloudy
2020-01-08 13:00:00,13.9,62,0.1,9.3,51,2020,1,8,13,winters,
2020-01-08 14:00:00,14.4,61,0.0,9.2,1,2020,1,8,14,winters,Mainly clear
2020-01-08 15:00:00,14.4,59,0.0,9.4,1,2020,1,8,15,winters,Mainly clear
2020-01-08 16:00:00,13.8,61,0.0,10.7,1,2020,1,8,16,winters,Mainly clear
2020-01-08 17:00:00,11.1,78,0.0,7.1,1,2020,1,8,17,winters,Mainly clear
2020-01-08 18:00:00,9.4,84,0.0,8.9,0,2020,1,8,18,winters,Clear sky
2020-01-08 19:00:00,8.4,87,0.0,8.9,0,2020,1,8,19,winters,Clear sky
2020-01-08 20:00:00,7.7,89,0.0,9.2,0,2020,1,8,20,winters,Clear sky
2020-01-08 21:00:00,6.9,90,0.0,9.5,0,2020,1,8,21,winters,Clear sky
2020-01-08 22:00:00,6.9,91,0.0,7.0,0,2020,1,8,22,winters,Clear sky
2020-01-08 23:00:00,6.9,90,0.0,7.8,0,2020,1,8,23,winters,Clear sky
2020-01-09 00:00:00,6.7,89,0.0,8.2,0,2020,1,9,0,winters,Clear sky
2020-01-09 01:00:00,6.2,90,0.0,8.0,0,2020,1,9,1,winters,Clear sky
2020-01-09 02:00:00,5.4,92,0.0,6.9,0,2020,1,9,2,winters,Clear sky
2020-01-09 03:00:00,4.7,93,0.0,6.8,0,2020,1,9,3,winters,Clear sky
2020-01-09 04:00:00,4.5,94,0.0,6.9,0,2020,1,9,4,winters,Clear sky
2020-01-09 05:00:00,4.8,94,0.0,6.8,0,2020,1,9,5,winters,Clear sky
2020-01-09 06:00:00,4.2,95,0.0,7.2,0,2020,1,9,6,winters,Clear sky
2020-01-09 07:00:00,3.3,97,0.0,8.2,0,2020,1,9,7,winters,Clear sky
2020-01-09 08:00:00,5.6,95,0.0,7.6,0,2020,1,9,8,winters,Clear sky
2020-01-09 09:00:00,7.4,92,0.0,5.4,0,2020,1,9,9,winters,Clear sky
2020-01-09 10:00:00,10.1,83,0.0,4.8,0,2020,1,9,10,winters,Clear sky
2020-01-09 11:00:00,12.4,71,0.0,6.3,0,2020,1,9,11,winters,Clear sky
2020-01-09 12:00:00,14.0,62,0.0,8.0,0,2020,1,9,12,winters,Clear sky
2020-01-09 13:00:00,14.9,57,0.0,8.6,0,2020,1,9,13,winters,Clear sky
2020-01-09 14:00:00,15.4,55,0.0,7.8,0,2020,1,9,14,winters,Clear sky
2020-01-09 15:00:00,15.6,53,0.0,6.9,0,2020,1,9,15,winters,Clear sky
2020-01-09 16:00:00,15.1,56,0.0,4.8,0,2020,1,9,16,winters,Clear sky
2020-01-09 17:00:00,11.1,76,0.0,9.4,0,2020,1,9,17,winters,Clear sky
2020-01-09 18:00:00,9.8,79,0.0,9.6,0,2020,1,9,18,winters,Clear sky
2020-01-09 19:00:00,9.1,81,0.0,8.1,0,2020,1,9,19,winters,Clear sky
2020-01-09 20:00:00,7.6,85,0.0,9.6,0,2020,1,9,20,winters,Clear sky
2020-01-09 21:00:00,6.9,85,0.0,10.2,0,2020,1,9,21,winters,Clear sky
2020-01-09 22:00:00,7.3,81,0.0,8.7,0,2020,1,9,22,winters,Clear sky
2020-01-09 23:00:00,6.3,84,0.0,8.6,0,2020,1,9,23,winters,Clear sky
2020-01-10 00:00:00,4.8,90,0.0,11.2,0,2020,1,10,0,winters,Clear sky
2020-01-10 01:00:00,5.4,88,0.0,7.9,0,2020,1,10,1,winters,Clear sky
2020-01-10 02:00:00,5.3,88,0.0,9.0,0,2020,1,10,2,winters,Clear sky
2020-01-10 03:00:00,5.1,89,0.0,9.6,0,2020,1,10,3,winters,Clear sky
2020-01-10 04:00:00,4.9,89,0.0,9.7,3,2020,1,10,4,winters,Overcast
2020-01-10 05:00:00,5.2,91,0.0,10.6,3,2020,1,10,5,winters,Overcast
2020-01-10 06:00:00,4.8,92,0.0,9.1,0,2020,1,10,6,winters,Clear sky
2020-01-10 07:00:00,4.2,93,0.0,8.1,0,2020,1,10,7,winters,Clear sky
2020-01-10 08:00:00,5.3,90,0.0,9.8,0,2020,1,10,8,winters,Clear sky
2020-01-10 09:00:00,8.0,80,0.0,8.4,0,2020,1,10,9,winters,Clear sky
2020-01-10 10:00:00,10.9,68,0.0,8.9,0,2020,1,10,10,winters,Clear sky
2020-01-10 11:00:00,13.4,57,0.0,10.8,0,2020,1,10,11,winters,Clear sky
2020-01-10 12:00:00,15.1,48,0.0,12.4,0,2020,1,10,12,winters,Clear sky
2020-01-10 13:00:00,16.2,43,0.0,12.7,0,2020,1,10,13,winters,Clear sky
2020-01-10 14:00:00,16.7,41,0.0,11.5,0,2020,1,10,14,winters,Clear sky
2020-01-10 15:00:00,16.7,40,0.0,10.6,0,2020,1,10,15,winters,Clear sky
2020-01-10 16:00:00,15.8,49,0.0,6.8,3,2020,1,10,16,winters,Overcast
2020-01-10 17:00:00,11.6,69,0.0,9.0,2,2020,1,10,17,winters,Partly cloudy
2020-01-10 18:00:00,10.2,73,0.0,9.4,3,2020,1,10,18,winters,Overcast
2020-01-10 19:00:00,9.2,76,0.0,9.8,3,2020,1,10,19,winters,Overcast
2020-01-10 20:00:00,8.8,77,0.0,8.4,3,2020,1,10,20,winters,Overcast
2020-01-10 21:00:00,8.6,76,0.0,7.3,3,2020,1,10,21,winters,Overcast
2020-01-10 22:00:00,7.1,84,0.0,9.7,3,2020,1,10,22,winters,Overcast
2020-01-10 23:00:00,6.2,86,0.0,9.2,3,2020,1,10,23,winters,Overcast
2020-01-11 00:00:00,5.7,87,0.0,8.9,3,2020,1,11,0,winters,Overcast
2020-01-11 01:00:00,6.1,87,0.0,7.2,3,2020,1,11,1,winters,Overcast
2020-01-11 02:00:00,6.0,87,0.0,7.4,2,2020,1,11,2,winters,Partly cloudy
2020-01-11 03:00:00,5.4,89,0.0,7.7,2,2020,1,11,3,winters,Partly cloudy
2020-01-11 04:00:00,4.8,90,0.0,6.9,2,2020,1,11,4,winters,Partly cloudy
2020-01-11 05:00:00,4.8,93,0.0,6.6,2,2020,1,11,5,winters,Partly cloudy
2020-01-11 06:00:00,4.5,94,0.0,8.2,2,2020,1,11,6,winters,Partly cloudy
2020-01-11 07:00:00,4.5,94,0.0,6.8,3,2020,1,11,7,winters,Overcast
2020-01-11 08:00:00,6.2,90,0.0,6.2,3,2020,1,11,8,winters,Overcast
2020-01-11 09:00:00,8.6,82,0.0,2.9,3,2020,1,11,9,winters,Overcast
2020-01-11 10:00:00,10.4,74,0.0,2.5,2,2020,1,11,10,winters,Partly cloudy
2020-01-11 11:00:00,12.4,66,0.0,2.9,2,2020,1,11,11,winters,Partly cloudy
2020-01-11 12:00:00,13.7,61,0.0,5.0,3,2020,1,11,12,winters,Overcast
2020-01-11 13:00:00,14.8,55,0.0,5.0,3,2020,1,11,13,winters,Overcast
2020-01-11 14:00:00,14.6,55,0.0,6.8,3,2020,1,11,14,winters,Overcast
2020-01-11 15:00:00,14.5,57,0.0,5.7,3,2020,1,11,15,winters,Overcast
2020-01-11 16:00:00,14.2,64,0.0,2.8,3,2020,1,11,16,winters,Overcast
2020-01-11 17:00:00,12.8,71,0.0,6.1,3,2020,1,11,17,winters,Overcast
2020-01-11 18:00:00,12.6,65,0.0,5.4,3,2020,1,11,18,winters,Overcast
2020-01-11 19:00:00,11.9,70,0.0,6.1,3,2020,1,11,19,winters,Overcast
2020-01-11 20:00:00,11.2,71,0.0,6.2,3,2020,1,11,20,winters,Overcast
2020-01-11 21:00:00,11.2,74,0.0,7.2,3,2020,1,11,21,winters,Overcast
2020-01-11 22:00:00,11.6,65,0.0,9.1,3,2020,1,11,22,winters,Overcast
2020-01-11 23:00:00,11.1,69,0.0,6.2,3,2020,1,11,23,winters,Overcast
2020-01-12 00:00:00,11.1,68,0.1,5.6,51,2020,1,12,0,winters,
2020-01-12 01:00:00,9.9,78,0.0,5.6,3,2020,1,12,1,winters,Overcast
2020-01-12 02:00:00,9.6,81,0.0,4.4,3,2020,1,12,2,winters,Overcast
2020-01-12 03:00:00,9.6,79,0.0,8.0,3,2020,1,12,3,winters,Overcast
2020-01-12 04:00:00,10.1,68,0.0,9.9,3,2020,1,12,4,winters,Overcast
2020-01-12 05:00:00,10.1,67,0.0,10.4,3,2020,1,12,5,winters,Overcast
2020-01-12 06:00:00,10.5,62,0.0,11.9,0,2020,1,12,6,winters,Clear sky
2020-01-12 07:00:00,8.6,70,0.0,8.1,0,2020,1,12,7,winters,Clear sky
2020-01-12 08:00:00,9.1,74,0.0,6.6,3,2020,1,12,8,winters,Overcast
2020-01-12 09:00:00,11.1,69,0.0,7.0,1,2020,1,12,9,winters,Mainly clear
2020-01-12 10:00:00,13.7,60,0.0,7.4,3,2020,1,12,10,winters,Overcast
2020-01-12 11:00:00,15.6,54,0.0,5.5,3,2020,1,12,11,winters,Overcast
2020-01-12 12:00:00,16.5,52,0.0,8.8,3,2020,1,12,12,winters,Overcast
2020-01-12 13:00:00,17.5,50,0.0,7.2,3,2020,1,12,13,winters,Overcast
2020-01-12 14:00:00,18.0,48,0.0,8.0,3,2020,1,12,14,winters,Overcast
2020-01-12 15:00:00,17.1,56,0.0,6.4,3,2020,1,12,15,winters,Overcast
2020-01-12 16:00:00,16.2,65,0.0,4.1,3,2020,1,12,16,winters,Overcast
2020-01-12 17:00:00,14.6,73,0.0,7.1,3,2020,1,12,17,winters,Overcast
2020-01-12 18:00:00,13.5,75,0.0,7.2,3,2020,1,12,18,winters,Overcast
2020-01-12 19:00:00,13.1,76,0.0,5.4,3,2020,1,12,19,winters,Overcast
2020-01-12 20:00:00,12.2,81,0.0,7.0,3,2020,1,12,20,winters,Overcast
2020-01-12 21:00:00,11.6,82,0.0,5.5,3,2020,1,12,21,winters,Overcast
2020-01-12 22:00:00,11.4,83,0.0,5.0,3,2020,1,12,22,winters,Overcast
2020-01-12 23:00:00,10.3,89,0.0,6.6,2,2020,1,12,23,winters,Partly cloudy
2020-01-13 00:00:00,8.9,92,0.0,7.0,3,2020,1,13,0,winters,Overcast
2020-01-13 01:00:00,8.9,92,0.0,7.2,3,2020,1,13,1,winters,Overcast
2020-01-13 02:00:00,10.2,84,0.0,5.0,3,2020,1,13,2,winters,Overcast
2020-01-13 03:00:00,9.8,88,0.1,7.4,51,2020,1,13,3,winters,
2020-01-13 04:00:00,10.6,79,0.0,14.0,3,2020,1,13,4,winters,Overcast
2020-01-13 05:00:00,9.7,81,0.0,13.1,3,2020,1,13,5,winters,Overcast
2020-01-13 06:00:00,10.1,82,0.2,11.7,51,2020,1,13,6,winters,
2020-01-13 07:00:00,9.7,91,2.4,13.5,61,2020,1,13,7,winters,Slight rain
2020-01-13 08:00:00,9.8,90,2.0,9.2,61,2020,1,13,8,winters,Slight rain
2020-01-13 09:00:00,10.1,90,2.0,8.0,61,2020,1,13,9,winters,Slight rain
2020-01-13 10:00:00,10.4,91,1.9,7.9,61,2020,1,13,10,winters,Slight rain
2020-01-13 11:00:00,10.8,91,2.1,8.4,61,2020,1,13,11,winters,Slight rain
2020-01-13 12:00:00,11.2,90,0.8,7.2,53,2020,1,13,12,winters,
